target_id	length	eff_length	est_counts	tpm
BgeEVm000070t1	11671	11512.8	33.1413	0.550032
BgeEVm000051t1	11665	11506.8	0.466202	0.0077414
BgeEVm001638t1	11639	11480.8	83.2775	1.38598
BgeEVm000167t1	11607	11448.8	24.9897	0.417063
BgeEVm005459t1	11577	11418.8	211.206	3.53416
BgeEVm005979t5	11547	11388.8	69.9184	1.17304
BgeEVm021512t1	7365	7206.8	64.5185	1.71057
BgeEVm004258t3	11535	11376.8	73.6333	1.23667
BgeEVm006551t1	11525	11366.8	64.1808	1.07886
BgeEVm003839t4	4573	4414.8	66.45	2.87597
BgeEVm000368t4	11477	11318.8	36.7236	0.619934
BgeEVm015823t1	1431	1272.8	40.559	6.08874
BgeEVm010380t1	11400	11241.8	972.381	16.5273
BgeEVm021111t1	11395	11236.8	45.9509	0.781361
BgeEVm016952t1	7455	7296.8	332.682	8.71159
BgeEVm000100t1	11352	11193.8	30.8587	0.526745
BgeEVm020114t1	2324	2165.8	0	0
BgeEVm000450t1	11345	11186.8	0	0
BgeEVm020923t1	2235	2076.8	426.818	39.2689
BgeEVm020905t1	11288	11129.8	68.0363	1.16803
BgeEVm021581t1	3106	2947.8	52	3.37059
BgeEVm002629t1	11276	11117.8	155.732	2.67644
BgeEVm014422t1	5832	5673.8	67.0296	2.25732
BgeEVm018355t1	11178	11019.8	149.999	2.60085
BgeEVm022175t1	4303	4144.8	0	0
BgeEVm018611t1	8364	8205.8	117.367	2.73292
BgeEVm007684t3	11146	10987.8	213.182	3.70715
BgeEVm000055t1	11113	10954.8	262.732	4.58256
BgeEVm000122t1	11086	10927.8	41.8781	0.732242
BgeEVm005682t1	1978	1819.8	3.66618	0.384938
BgeEVm000060t1	10999	10840.8	18	0.317257
BgeEVm013426t1	10996	10837.8	442.529	7.8019
BgeEVm020696t1	10996	10837.8	86.3102	1.52167
BgeEVm019522t1	353	197.537	1	0.967277
BgeEVm010633t1	8606	8447.8	67.466	1.52595
BgeEVm031281t1	10917	10758.8	823.122	14.6184
BgeEVm000080t1	10915	10756.8	0	0
BgeEVm002134t3	10913	10754.8	1797.1	31.9278
BgeEVm001965t5	2837	2678.8	0.00177417	0.000126548
BgeEVm022918t1	2780	2621.8	76.7216	5.59138
BgeEVm020057t1	7951	7792.8	33.1922	0.813846
BgeEVm015363t1	1995	1836.8	2.5319	0.263382
BgeEVm020068t1	1017	858.797	0	0
BgeEVm002800t2	4329	4170.8	7.22069	0.330796
BgeEVm018237t1	10731	10572.8	9380.56	169.527
BgeEVm020468t1	8733	8574.8	11.4948	0.256141
BgeEVm019114t1	6010	5851.8	417.262	13.6245
BgeEVm000200t1	10707	10548.8	77.6471	1.40644
BgeEVm008170t1	1570	1411.8	3	0.406021
BgeEVm001884t1	10649	10490.8	60.8941	1.10909
BgeEVm008684t6	5195	5036.8	10.2723	0.389683
BgeEVm017437t1	2697	2538.8	12.278	0.924058
BgeEVm000178t1	10582	10423.8	55.441	1.01626
BgeEVm002436t1	10561	10402.8	112.953	2.07467
BgeEVm000878t1	10556	10397.8	98.9152	1.8177
BgeEVm015263t1	10539	10380.8	36.4837	0.671535
BgeEVm020509t1	2258	2099.8	14.1892	1.29116
BgeEVm000182t4	10467	10308.8	170.956	3.16867
BgeEVm000822t1	10432	10273.8	0	0
BgeEVm017005t1	4410	4251.8	0	0
BgeEVm006443t1	10403	10244.8	1	0.0186508
BgeEVm012995t1	6799	6640.8	6.04278	0.173867
BgeEVm016941t1	5867	5708.8	2.388e-06	7.99262e-08
BgeEVm026367t1	10337	10178.8	133.574	2.50741
BgeEVm021239t1	4811	4652.8	53.0459	2.1784
BgeEVm000475t1	10309	10150.8	186.631	3.51304
BgeEVm000680t1	10293	10134.8	0	0
BgeEVm019304t1	10274	10115.8	96.9981	1.83216
BgeEVm000108t1	10269	10110.8	4.41051	0.0833496
BgeEVm003689t29	4217	4058.8	62.6781	2.95065
BgeEVm000180t3	10238	10079.8	139.852	2.65105
BgeEVm021747t1	10151	9992.8	13.7202	0.262345
BgeEVm020507t1	2194	2035.8	20.11	1.88746
BgeEVm030719t1	10127	9968.8	530.876	10.1754
BgeEVm002686t1	10074	9915.8	44.4372	0.856286
BgeEVm000095t1	10065	9906.8	22	0.424316
BgeEVm001602t1	10064	9905.8	13.5168	0.260726
BgeEVm022801t1	6993	6834.8	179.753	5.02517
BgeEVm007446t1	2055	1896.8	0	0
BgeEVm019305t1	10053	9894.8	136.88	2.64321
BgeEVm010634t1	10053	9894.8	26.3953	0.509706
BgeEVm022802t1	747	588.823	2.81891	0.914739
BgeEVm016883t1	10010	9851.8	5.78683	0.112234
BgeEVm021527t1	10008	9849.8	758.232	14.7087
BgeEVm007916t1	9969	9810.8	132.216	2.57502
BgeEVm021764t1	1291	1132.8	20.202	3.40754
BgeEVm000276t1	9944	9785.8	41.3874	0.808113
BgeEVm020469t1	9924	9765.8	328.645	6.43013
BgeEVm015172t1	9915	9756.8	90.604	1.77435
BgeEVm000233t1	9900	9741.8	55.5379	1.08931
BgeEVm017817t1	9888	9729.8	407.756	8.0075
BgeEVm005521t1	9855	9696.8	0	0
BgeEVm019863t1	669	510.834	62.3951	23.3384
BgeEVm021748t1	9852	9693.8	275.46	5.42956
BgeEVm009369t1	5566	5407.8	254.515	8.99275
BgeEVm006356t5	3947	3788.8	126.235	6.36619
BgeEVm001619t1	9800	9641.8	301.729	5.97942
BgeEVm001956t1	9789	9630.8	78.8485	1.56434
BgeEVm015445t1	4967	4808.8	61.5866	2.44709
BgeEVm010079t4	9784	9625.8	87.4838	1.73656
BgeEVm000510t1	9780	9621.8	52.0274	1.03318
BgeEVm017106t1	9734	9575.8	249.774	4.98394
BgeEVm000476t4	9731	9572.8	130.104	2.59688
BgeEVm005245t3	9718	9559.8	222.383	4.4448
BgeEVm019012t1	9710	9551.8	275.657	5.51422
BgeEVm004890t1	9703	9544.8	0	0
BgeEVm001016t1	9691	9532.8	82.1172	1.64594
BgeEVm018873t1	9652	9493.8	115.657	2.32773
BgeEVm013137t1	9649	9490.8	45.9986	0.926065
BgeEVm001500t1	9646	9487.8	7.49585	0.150958
BgeEVm000561t1	9630	9471.8	35.8614	0.723426
BgeEVm017411t1	9624	9465.8	583.954	11.7875
BgeEVm001595t1	9621	9462.8	0	0
BgeEVm016383t1	9614	9455.8	103.977	2.10105
BgeEVm020797t1	3320	3161.8	79.1164	4.78115
BgeEVm022429t1	4086	3927.8	30.3341	1.47565
BgeEVm027581t1	9579	9420.8	2498.25	50.6697
BgeEVm000101t1	9578	9419.8	35	0.709948
BgeEVm003852t1	9565	9406.8	0	0
BgeEVm017487t1	7189	7030.8	28.8506	0.784061
BgeEVm005655t1	9514	9355.8	15.3429	0.313347
BgeEVm019891t1	9458	9299.8	545.529	11.2084
BgeEVm021528t1	9435	9276.8	282.338	5.81529
BgeEVm022461t1	5940	5781.8	17	0.561806
BgeEVm006591t7	9426	9267.8	34.894	0.719407
BgeEVm034509t1	9425	9266.8	4500.3	92.7922
BgeEVm017497t1	9420	9261.8	65.0934	1.34289
BgeEVm001693t1	9420	9261.8	54	1.11403
BgeEVm004821t1	9417	9258.8	131.088	2.70525
BgeEVm007746t1	1511	1352.8	88	12.4294
BgeEVm000573t5	9372	9213.8	52.0682	1.07978
BgeEVm017180t1	1046	887.797	8.98295	1.93333
BgeEVm001233t1	9368	9209.8	85.471	1.77324
BgeEVm007287t1	9366	9207.8	136.167	2.82563
BgeEVm000269t1	9359	9200.8	46.3833	0.963244
BgeEVm002116t4	9299	9140.8	0	0
BgeEVm016500t1	9296	9137.8	337.023	7.04722
BgeEVm022515t1	9273	9114.8	323	6.77104
BgeEVm006592t1	9253	9094.8	8.37166	0.175881
BgeEVm003301t1	9233	9074.8	82.6739	1.74073
BgeEVm017256t1	929	770.797	1.0145	0.251484
BgeEVm000922t1	9223	9064.8	84.0348	1.77134
BgeEVm020325t1	2911	2752.8	28.6774	1.99051
BgeEVm000546t1	9198	9039.8	39.5013	0.834935
BgeEVm000121t1	9176	9017.8	0	0
BgeEVm000888t1	9170	9011.8	48.0578	1.01895
BgeEVm000669t1	4482	4323.8	19.9422	0.881268
BgeEVm021240t1	5166	5007.8	44.4836	1.69728
BgeEVm017807t1	9136	8977.8	16.7087	0.35561
BgeEVm000472t8	9134	8975.8	0	0
BgeEVm009370t1	9105	8946.8	494.29	10.5564
BgeEVm014220t1	1736	1577.8	0	0
BgeEVm001232t1	9084	8925.8	0	0
BgeEVm001159t1	9080	8921.8	59.0611	1.26488
BgeEVm003351t1	9079	8920.8	25.8337	0.553328
BgeEVm000501t4	9076	8917.8	22.8343	0.489249
BgeEVm013625t1	9037	8878.8	150.497	3.23872
BgeEVm012905t1	9036	8877.8	49.3329	1.06177
BgeEVm012483t5	9034	8875.8	33.106	0.712688
BgeEVm023388t1	9023	8864.8	45.4273	0.979146
BgeEVm003672t1	8984	8825.8	13.3996	0.290094
BgeEVm032517t1	8978	8819.8	2.90178	0.0628646
BgeEVm020999t1	3866	3707.8	20.9716	1.08073
BgeEVm001073t1	8974	8815.8	18.9491	0.410702
BgeEVm003211t1	2425	2266.8	10.1276	0.853681
BgeEVm021713t2	5968	5809.8	29.6422	0.974878
BgeEVm002746t1	8953	8794.8	123.534	2.68385
BgeEVm028085t1	8953	8794.8	60.1974	1.30783
BgeEVm000280t1	8951	8792.8	162.452	3.53019
BgeEVm000127t1	8948	8789.8	0	0
BgeEVm001955t1	8947	8788.8	22.79	0.495468
BgeEVm018612t1	8897	8738.8	207.978	4.54743
BgeEVm021667t1	3590	3431.8	24.0756	1.34047
BgeEVm017902t1	8887	8728.8	164.401	3.59873
BgeEVm021992t1	8854	8695.8	25.0056	0.54945
BgeEVm000305t1	8852	8693.8	0	0
BgeEVm032518t1	8849	8690.8	25.0714	0.551213
BgeEVm004123t6	8834	8675.8	385.645	8.49334
BgeEVm006490t1	2717	2558.8	11.4561	0.855466
BgeEVm013510t1	4232	4073.8	6.18953	0.290308
BgeEVm021993t1	8828	8669.8	61.127	1.34718
BgeEVm017730t1	1608	1449.8	22.0887	2.91113
BgeEVm023106t1	8811	8652.8	39.7197	0.8771
BgeEVm015067t1	3367	3208.8	42.3439	2.52144
BgeEVm018753t1	1039	880.797	13	2.82012
BgeEVm003024t1	8762	8603.8	3	0.066624
BgeEVm019283t1	8755	8596.8	34.4426	0.765524
BgeEVm017277t1	2186	2027.8	76.5582	7.21385
BgeEVm019139t1	1089	930.797	17	3.48975
BgeEVm013551t1	5441	5282.8	448.986	16.2393
BgeEVm015642t1	5693	5534.8	145.596	5.02631
BgeEVm000186t1	8719	8560.8	14.3415	0.320096
BgeEVm003035t1	8719	8560.8	18.0466	0.402792
BgeEVm026320t1	8703	8544.8	391.536	8.75527
BgeEVm016780t1	4244	4085.8	7.78617	0.364122
BgeEVm021697t1	4559	4400.8	0	0
BgeEVm000536t1	8670	8511.8	263.605	5.91742
BgeEVm008686t2	8669	8510.8	6.93242	0.155638
BgeEVm000862t3	8665	8506.8	119.161	2.67649
BgeEVm009155t1	8662	8503.8	89	1.99976
BgeEVm014251t1	8659	8500.8	64.5853	1.45169
BgeEVm005737t1	8656	8497.8	2	0.0449701
BgeEVm010403t1	8651	8492.8	16.5835	0.373101
BgeEVm019892t1	8649	8490.8	101.825	2.29143
BgeEVm020277t1	8645	8486.8	56.5506	1.27319
BgeEVm022516t1	8644	8485.8	54.58	1.22897
BgeEVm017423t1	1294	1135.8	8	1.34583
BgeEVm015883t1	3677	3518.8	1.00162	0.0543887
BgeEVm013384t1	8638	8479.8	12.3363	0.27797
BgeEVm009604t5	1242	1083.8	1.39957	0.246744
BgeEVm008223t1	2152	1993.8	0	0
BgeEVm001053t1	8618	8459.8	2	0.0451721
BgeEVm005962t1	2169	2010.8	0	0
BgeEVm021972t1	6788	6629.8	240.527	6.93207
BgeEVm001192t1	8579	8420.8	22.3954	0.508165
BgeEVm006109t1	8569	8410.8	0	0
BgeEVm000126t4	8565	8406.8	51.5538	1.17174
BgeEVm001258t1	8565	8406.8	9.01117	0.20481
BgeEVm016607t1	4337	4178.8	0	0
BgeEVm004197t1	8537	8378.8	6.52046	0.148695
BgeEVm010402t1	5967	5808.8	1315.83	43.2827
BgeEVm006464t1	8534	8375.8	14.7769	0.337099
BgeEVm004960t1	8519	8360.8	22.7529	0.519983
BgeEVm016561t1	8514	8355.8	670.05	15.3221
BgeEVm022422t1	416	258.793	0	0
BgeEVm008209t1	8500	8341.8	108	2.4738
BgeEVm016333t1	2248	2089.8	0	0
BgeEVm019436t1	8495	8336.8	36.0158	0.825455
BgeEVm013516t1	8473	8314.8	90.4524	2.07859
BgeEVm001398t1	8456	8297.8	67.1828	1.54702
BgeEVm005923t1	8454	8295.8	9.87694	0.227491
BgeEVm006037t3	8452	8293.8	152.606	3.51576
BgeEVm026728t1	8451	8292.8	90.7079	2.08999
BgeEVm013132t1	3268	3109.8	238.991	14.6842
BgeEVm016716t1	2722	2563.8	12.0426	0.897508
BgeEVm010273t1	8434	8275.8	1106.99	25.5585
BgeEVm001347t1	8425	8266.8	0	0
BgeEVm020077t1	8425	8266.8	48.3	1.11637
BgeEVm001725t1	8418	8259.8	0	0
BgeEVm023977t1	8405	8246.8	290.452	6.7296
BgeEVm005389t3	8397	8238.8	67.2422	1.55947
BgeEVm006222t1	8397	8238.8	1	0.0231919
BgeEVm002918t1	8390	8231.8	241.982	5.61678
BgeEVm000208t1	8379	8220.8	78.4279	1.82287
BgeEVm021994t1	8379	8220.8	16.1476	0.375314
BgeEVm000439t1	8373	8214.8	93.9764	2.18586
BgeEVm016657t1	3340	3181.8	11.042	0.663095
BgeEVm008233t1	8360	8201.8	10.5301	0.245315
BgeEVm000243t1	8353	8194.8	49.3187	1.14993
BgeEVm000213t1	8342	8183.8	10.9953	0.256717
BgeEVm017395t1	700	541.834	4.89601	1.72654
BgeEVm020909t1	1651	1492.8	4	0.511987
BgeEVm020471t1	8335	8176.8	224.543	5.24707
BgeEVm008669t1	4838	4679.8	335.801	13.7106
BgeEVm017646t1	3294	3135.8	31.1289	1.89678
BgeEVm019581t1	8312	8153.8	528.122	12.3758
BgeEVm001184t1	8308	8149.8	69.9543	1.64009
BgeEVm007981t1	4625	4466.8	145.317	6.21611
BgeEVm015011t1	8291	8132.8	14.8809	0.349615
BgeEVm000172t1	8289	8130.8	7	0.1645
BgeEVm024921t1	8287	8128.8	111.108	2.61168
BgeEVm003964t1	8276	8117.8	1	0.0235376
BgeEVm033195t1	8268	8109.8	85.1677	2.00662
BgeEVm000183t1	8260	8101.8	0.0951135	0.00224316
BgeEVm026729t1	8259	8100.8	105.85	2.49669
BgeEVm000928t3	8259	8100.8	46.3633	1.09357
BgeEVm000192t1	8255	8096.8	0	0
BgeEVm017027t1	8248	8089.8	136.777	3.23055
BgeEVm002896t1	8243	8084.8	6.82313	0.161255
BgeEVm000250t4	8242	8083.8	2.99899	0.0708858
BgeEVm020448t1	8228	8069.8	57.5585	1.36285
BgeEVm001848t1	8217	8058.8	0	0
BgeEVm000887t1	8201	8042.8	26	0.617684
BgeEVm006914t2	8199	8040.8	72.4932	1.72266
BgeEVm000555t1	8198	8039.8	86.4339	2.05418
BgeEVm018997t1	8179	8020.8	190.121	4.52911
BgeEVm000284t1	8172	8013.8	15.1484	0.361184
BgeEVm001181t1	8151	7992.8	46.7983	1.11874
BgeEVm002404t1	8122	7963.8	49.4849	1.18728
BgeEVm019713t1	8111	7952.8	16.8879	0.405748
BgeEVm001003t1	8108	7949.8	52.1749	1.25402
BgeEVm014974t1	8104	7945.8	39.7402	0.955635
BgeEVm008490t1	8103	7944.8	148.796	3.57857
BgeEVm020420t1	5185	5026.8	251.904	9.57512
BgeEVm002115t3	8091	7932.8	46.625	1.12303
BgeEVm005839t1	8055	7896.8	1.9542	0.0472844
BgeEVm029541t1	8038	7879.8	6.98741	0.169434
BgeEVm002249t1	8035	7876.8	661.706	16.0515
BgeEVm032519t1	8031	7872.8	680.244	16.5096
BgeEVm000190t1	8026	7867.8	0	0
BgeEVm002278t1	8024	7865.8	29.2444	0.710394
BgeEVm008283t1	8023	7864.8	27.519	0.668567
BgeEVm000389t1	8023	7864.8	53.858	1.30847
BgeEVm003750t1	8022	7863.8	41.4699	1.00763
BgeEVm017412t1	8021	7862.8	5.49682	0.133578
BgeEVm000383t1	8020	7861.8	19.0753	0.463606
BgeEVm005027t1	3740	3581.8	0	0
BgeEVm000401t1	8010	7851.8	1	0.024335
BgeEVm009733t1	7999	7840.8	63.9413	1.55819
BgeEVm019714t1	7993	7834.8	39.2442	0.957079
BgeEVm000671t4	7993	7834.8	53.1124	1.29529
BgeEVm001305t1	7988	7829.8	18.0058	0.439402
BgeEVm000585t1	7984	7825.8	36.8001	0.898505
BgeEVm002252t1	7980	7821.8	0	0
BgeEVm019707t1	691	532.834	2	0.717197
BgeEVm020862t1	7976	7817.8	231.956	5.66919
BgeEVm017400t1	7975	7816.8	107.483	2.62732
BgeEVm018311t1	4550	4391.8	63.5186	2.76349
BgeEVm000170t1	7957	7798.8	4.05511	0.0993517
BgeEVm006200t1	7940	7781.8	45.4046	1.11486
BgeEVm021000t1	3615	3456.8	0	0
IMD_Tak1_BgeEVm005048t1	7934	7775.8	321.194	7.89265
BgeEVm012440t1	3517	3358.8	17	0.967086
BgeEVm001874t1	7928	7769.8	72.4882	1.78262
BgeEVm000386t1	7926	7767.8	59.0965	1.45366
BgeEVm000201t3	7924	7765.8	0	0
BgeEVm006901t1	7914	7755.8	13.4738	0.331943
BgeEVm029001t1	7913	7754.8	1986.08	48.9358
BgeEVm021060t1	7903	7744.8	47.193	1.16431
BgeEVm017606t1	7892	7733.8	72.6936	1.79599
BgeEVm030650t1	7885	7726.8	418.931	10.3596
BgeEVm000244t3	7877	7718.8	67.8283	1.67904
BgeEVm006678t1	7871	7712.8	214.745	5.32
BgeEVm001987t1	7867	7708.8	0	0
BgeEVm008031t1	1254	1095.8	0	0
BgeEVm025602t2	7857	7698.8	100.919	2.50466
BgeEVm009801t1	7843	7684.8	241	5.99218
BgeEVm009197t1	3557	3398.8	0	0
BgeEVm003500t1	7832	7673.8	72.4063	1.80288
BgeEVm015696t1	7827	7668.8	11.5228	0.287099
BgeEVm019864t1	5943	5784.8	59.4181	1.9626
BgeEVm015206t1	7821	7662.8	58.4174	1.45665
BgeEVm001965t87	1013	854.797	0	0
BgeEVm008930t1	7820	7661.8	60.3152	1.50417
